current_action,actual_next_action,top1_hit,top3_hit,train_probability
Envoi carte TP par mail,Ajout de la carte tiers payant dans le wallet,0,0,0.014084507042253521
Envoi d'un document,Ajout de la carte tiers payant dans le wallet,0,0,0.00622938805423232
Envoi d'un document,Envoi carte TP par mail,0,0,0.009160864785635764
Connexion en tant que,Envoi carte TP par mail,0,0,0.017719218537028625
Connexion,Déconnexion,0,0,0.007272293752980448
Exporter remboursement,Envoi d'une réclamation,0,0,0.004781997187060478
Changer ses informations personnel,Changer les coordonnées bancaire,0,0,0.015
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Signature électronique d'un mandat sepa,Changement de Mot de passe,0,0,0.007137192704203013
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Connexion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.004649499284692418
Connexion en tant que,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0013630168105406633
Contactez nous : via message (Ma carte tiers-payant),Exporter remboursement,0,0,0.011494252873563218
Exporter remboursement,Contactez nous : via message (Ma carte tiers-payant),0,0,0.00028129395218002813
Contactez nous : via message (Ma carte tiers-payant),Exporter remboursement,0,0,0.011494252873563218
Exporter remboursement,Contactez nous : via message (Ma carte tiers-payant),0,0,0.00028129395218002813
Contactez nous : via message (Ma carte tiers-payant),Exporter remboursement,0,0,0.011494252873563218
Exporter remboursement,Contactez nous : via message (Ma carte tiers-payant),0,0,0.00028129395218002813
Contactez nous : via message (Ma carte tiers-payant),Exporter remboursement,0,0,0.011494252873563218
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Téléchargement de la carte de tiers payant,Ouverture d'un document contractuel,0,0,0.013347570742124934
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Téléchargement carte TP,Changement de Mot de passe,0,0,0.005660377358490566
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.0075107296137339056
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Ouverture d'un document contractuel,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.006917423259835711
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Partager un justificatif du PACS,0,0,0.011247443762781187
Envoi carte TP par mail,Exporter remboursement,0,0,0.01995305164319249
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Changer les coordonnées bancaire,Exporter remboursement,0,0,0.013333333333333334
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Envoi carte TP par mail,Partager un justificatif du PACS,0,0,0.0035211267605633804
Signature électronique d'un mandat sepa,Envoi d'une réclamation,0,0,0.0002643404705260375
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
Validation MFA,Contactez nous : via message (Mes garanties),0,0,0.012092174309833448
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Signature électronique d'un mandat sepa,Renvoi carte TP papier,0,0,0.007137192704203013
Connexion,Déconnexion,0,0,0.007272293752980448
Validation MFA,Contactez nous : via message (Mes garanties),0,0,0.012092174309833448
Changer l'organisme de rattachement sécu. Social,Envoi d'un document,0,0,0.019120458891013385
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Connexion SSO,Envoi d'un message,0,0,0.012983706720977596
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Changement de Mot de passe,Télécharger le certificat d'adhésion,0,0,0.0075046904315197
Exporter remboursement,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.0014064697609001407
Changer les coordonnées bancaire,Changement de Mot de passe,0,0,0.014933333333333333
Connexion en tant que,Téléchargement de la carte de tiers payant,0,0,0.013175829168559746
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'un document,Changer les coordonnées bancaire,0,0,0.0131916452913155
Signature électronique d'un mandat sepa,Renvoi carte TP papier,0,0,0.007137192704203013
Changer ses informations personnel,Télécharger le certificat d'adhésion,0,0,0.0125
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Exporter remboursement,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.0014064697609001407
Signature électronique d'un mandat sepa,Exporter remboursement,0,0,0.0050224689399947136
Ouverture d'un document contractuel,Téléchargement carte TP,0,0,0.007349762213575443
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Validation MFA,Contactez nous : via message (Mes remboursements),0,0,0.009126169290440338
Contactez nous : via message (Mes remboursements),envoi d'une demande de résiliation,0,0,0.01718213058419244
Envoi d'un document,Changer les coordonnées bancaire,0,0,0.0131916452913155
Partager un justificatif du PACS,Télécharger le certificat d'adhésion,0,0,0.007477906186267845
Téléchargement de la carte de tiers payant,Ouverture d'un document contractuel,0,0,0.013347570742124934
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Changer ses informations personnel,demander un renvoi par mail d'échéancier,0,0,0.0005555555555555556
demander un renvoi par mail d'échéancier,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.004032258064516129
Exporter remboursement,Téléchargement carte TP,0,0,0.008157524613220815
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
Changer l'organisme de rattachement sécu. Social,Ouverture d'un document contractuel,0,0,0.0124282982791587
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Changement de Mot de passe,0,0,0.016359918200409
Envoi d'un document,Changement de Mot de passe,0,0,0.011359472334188348
Téléchargement de la carte de tiers payant,Changement de Mot de passe,0,0,0.005339028296849973
Connexion,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0004768717215069146
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Télécharger un décompte,0,0,0.017543859649122806
Télécharger un décompte,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.00046382189239332097
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Télécharger un décompte,0,0,0.017543859649122806
Télécharger un décompte,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.00046382189239332097
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Télécharger un décompte,0,0,0.017543859649122806
Connexion SSO,Contactez nous : via message (Mes garanties),0,0,0.006364562118126273
Changer l'organisme de rattachement sécu. Social,envoi d'une demande de résiliation,0,0,0.002390057361376673
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Connexion,Déconnexion,0,0,0.007272293752980448
Connexion en tant que,Télécharger un décompte,0,0,0.012721490231712857
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Renvoi carte TP papier,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.006457564575645757
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Connexion,Déconnexion,0,0,0.007272293752980448
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
Exporter remboursement,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.0014064697609001407
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Signature électronique d'un mandat sepa,Renvoi carte TP papier,0,0,0.007137192704203013
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.008702908917501192
Connexion,Déconnexion,0,0,0.007272293752980448
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Changement de Mot de passe,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.0075046904315197
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Envoi d'un document,Envoi d'une réclamation,0,0,0.008427995602784902
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Envoi carte TP par mail,0,0,0.0026362038664323375
Connexion en tant que,SSO Disconnect,0,0,0.016810540663334848
Changer les coordonnées bancaire,Envoi carte TP par mail,0,0,0.005866666666666667
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Connexion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.004649499284692418
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Partager un justificatif du PACS,Télécharger un décompte,0,0,0.018354860639021073
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
demander un renvoi par mail d'échéancier,Envoi d'un document,0,0,0.014112903225806451
Envoi d'un document,demander un renvoi par mail d'échéancier,0,0,0.005496518871381458
demander un renvoi par mail d'échéancier,Envoi d'un document,0,0,0.014112903225806451
Envoi d'un document,demander un renvoi par mail d'échéancier,0,0,0.005496518871381458
demander un renvoi par mail d'échéancier,Envoi d'un document,0,0,0.014112903225806451
Envoi d'un document,demander un renvoi par mail d'échéancier,0,0,0.005496518871381458
demander un renvoi par mail d'échéancier,Envoi d'un document,0,0,0.014112903225806451
Envoi d'un document,demander un renvoi par mail d'échéancier,0,0,0.005496518871381458
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Signature électronique d'un mandat sepa,Exporter remboursement,0,0,0.0050224689399947136
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Connexion,"Changer les coordonnées bancaire, changement de RIB de bénéficiaire",0,0,0.002503576537911302
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Télécharger un décompte,0,0,0.0081799591002045
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.0075107296137339056
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Exporter remboursement,Téléchargement carte TP,0,0,0.008157524613220815
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.008702908917501192
Envoi d'un document,Changer l'organisme de rattachement sécu. Social,0,0,0.01282521069989007
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Changer ses informations personnel,Partager un justificatif du PACS,0,0,0.015
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.0075107296137339056
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Exporter remboursement,Envoi d'une réclamation,0,0,0.004781997187060478
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Télécharger le certificat d'adhésion,0,0,0.00408997955010225
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Renvoi carte TP papier,Changer ses informations personnel,0,0,0.012915129151291513
Validation MFA,Contactez nous : via message (Mes prises en charge/devis),0,0,0.004334930412959161
Signature électronique d'un mandat sepa,Renvoi carte TP papier,0,0,0.007137192704203013
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Connexion,Contactez nous : via message (Ma carte tiers-payant),0,0,0.001072961373390558
Contactez nous : via message (Ma carte tiers-payant),Ouverture d'un document contractuel,0,0,0.0
Ouverture d'un document contractuel,Contactez nous : via message (Ma carte tiers-payant),0,0,0.00043233895373973193
Contactez nous : via message (Ma carte tiers-payant),Ouverture d'un document contractuel,0,0,0.0
Ouverture d'un document contractuel,Contactez nous : via message (Ma carte tiers-payant),0,0,0.00043233895373973193
Contactez nous : via message (Ma carte tiers-payant),Ouverture d'un document contractuel,0,0,0.0
Ouverture d'un document contractuel,Contactez nous : via message (Ma carte tiers-payant),0,0,0.00043233895373973193
Contactez nous : via message (Ma carte tiers-payant),Ouverture d'un document contractuel,0,0,0.0
Ouverture d'un document contractuel,Contactez nous : via message (Ma carte tiers-payant),0,0,0.00043233895373973193
envoi d'une demande de résiliation,Partager un justificatif du PACS,0,0,0.011299435028248588
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Télécharger un décompte,0,0,0.006151142355008787
Changer ses informations personnel,Télécharger le certificat d'adhésion,0,0,0.0125
Changement de Mot de passe,Télécharger un décompte,0,0,0.01876172607879925
Connexion,Déconnexion,0,0,0.007272293752980448
Envoi d'une réclamation,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.015730337078651686
Télécharger un décompte,Changer les coordonnées bancaire,0,0,0.00463821892393321
Signature électronique d'un mandat sepa,Ouverture d'un document contractuel,0,0,0.015331747290510176
Changer ses informations personnel,Partager un justificatif du PACS,0,0,0.015
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Exporter remboursement,Téléchargement carte TP,0,0,0.008157524613220815
Connexion,Ajout de la carte tiers payant dans le wallet,0,0,0.003934191702432046
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Télécharger un décompte,Ajout de la carte tiers payant dans le wallet,0,0,0.006957328385899814
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Téléchargement de la carte de tiers payant,Changer ses informations personnel,0,0,0.015483182060864922
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'une réclamation,Exporter remboursement,0,0,0.019101123595505618
Partager un justificatif du PACS,Télécharger un décompte,0,0,0.018354860639021073
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Changer les coordonnées bancaire,"Changer les coordonnées bancaire, changement de RIB de bénéficiaire",0,0,0.0096
Télécharger le certificat d'adhésion,Changement de Mot de passe,0,0,0.015126050420168067
Signature électronique d'un mandat sepa,Renvoi carte TP papier,0,0,0.007137192704203013
Connexion SSO,Contactez nous : via message (Ma carte tiers-payant),0,0,0.002291242362525458
Contactez nous : via message (Ma carte tiers-payant),Contactez nous : via message (Mes garanties),0,0,0.011494252873563218
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
envoi d'une demande de résiliation,Envoi carte TP par mail,0,0,0.00423728813559322
Changer l'organisme de rattachement sécu. Social,Exporter remboursement,0,0,0.0019120458891013384
Envoi d'un document,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.007695126419934042
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.01577437858508604
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Connexion en tant que,Changement de Mot de passe,0,0,0.00408905043162199
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Changer ses informations personnel,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.005833333333333334
Connexion,Déconnexion,0,0,0.007272293752980448
Connexion en tant que,Téléchargement de la carte de tiers payant,0,0,0.013175829168559746
Changer les coordonnées bancaire,Changement de Mot de passe,0,0,0.014933333333333333
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Changement de Mot de passe,Partager un justificatif du PACS,0,0,0.017510944340212633
Changer ses informations personnel,Télécharger le certificat d'adhésion,0,0,0.0125
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Signature électronique d'un mandat sepa,Exporter remboursement,0,0,0.0050224689399947136
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Envoi d'un document,Changement de Mot de passe,0,0,0.011359472334188348
Exporter remboursement,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.0014064697609001407
Connexion en tant que,Changer ses informations personnel,0,0,0.00408905043162199
Connexion SSO,Envoi d'un message,0,0,0.012983706720977596
Contactez nous : via message (Mes garanties),demander un renvoi par mail d'échéancier,0,0,0.019762845849802372
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Connexion en tant que,Envoi carte TP par mail,0,0,0.017719218537028625
Signature électronique d'un mandat sepa,Renvoi carte TP papier,0,0,0.007137192704203013
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Signature électronique d'un mandat sepa,Changer ses informations personnel,0,0,0.015331747290510176
Partager un justificatif du PACS,Changer l'organisme de rattachement sécu. Social,0,0,0.014276002719238613
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Exporter remboursement,0,0,0.011423550087873463
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Ouverture d'un document contractuel,Envoi d'une réclamation,0,0,0.005620406398616515
Changer les coordonnées bancaire,Partager un justificatif du PACS,0,0,0.011733333333333333
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
Validation MFA,Contactez nous : via message (Mes cotisations),0,0,0.005019393109742185
Changer ses informations personnel,Téléchargement de la carte de tiers payant,0,0,0.008055555555555555
Envoi d'une réclamation,Exporter remboursement,0,0,0.019101123595505618
Changer les coordonnées bancaire,Ouverture d'un document contractuel,0,0,0.014933333333333333
Exporter remboursement,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.0014064697609001407
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
demander un renvoi par mail d'échéancier,Renvoi carte TP papier,0,0,0.006048387096774193
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Télécharger un décompte,Envoi d'une réclamation,0,0,0.012523191094619666
Télécharger un décompte,Envoi d'une réclamation,0,0,0.012523191094619666
Télécharger un décompte,Envoi d'une réclamation,0,0,0.012523191094619666
Changer ses informations personnel,Télécharger le certificat d'adhésion,0,0,0.0125
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Exporter remboursement,Téléchargement de la carte de tiers payant,0,0,0.016877637130801686
Connexion SSO,Envoi d'un message,0,0,0.012983706720977596
Envoi d'un document,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.007695126419934042
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Ouverture d'un document contractuel,0,0,0.015817223198594025
Exporter remboursement,Téléchargement de la carte de tiers payant,0,0,0.016877637130801686
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
Télécharger un décompte,Téléchargement carte TP,0,0,0.016233766233766232
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Changer l'organisme de rattachement sécu. Social,Partager un justificatif du PACS,0,0,0.010038240917782026
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.01577437858508604
Exporter remboursement,Téléchargement carte TP,0,0,0.008157524613220815
Connexion,Envoi d'un message,0,0,0.00798760133524082
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.008702908917501192
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
envoi d'une demande de résiliation,Partager un justificatif du PACS,0,0,0.011299435028248588
Connexion SSO,Contactez nous : via message (Mes remboursements),0,0,0.009164969450101833
"Contactez nous : via message (Mon adhésion, Autres)",Partager un justificatif du PACS,0,0,0.007751937984496124
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
demander un renvoi par mail d'échéancier,Envoi carte TP par mail,0,0,0.004032258064516129
Envoi carte TP par mail,demander un renvoi par mail d'échéancier,0,0,0.0011737089201877935
demander un renvoi par mail d'échéancier,Envoi carte TP par mail,0,0,0.004032258064516129
Envoi carte TP par mail,demander un renvoi par mail d'échéancier,0,0,0.0011737089201877935
demander un renvoi par mail d'échéancier,Envoi carte TP par mail,0,0,0.004032258064516129
Envoi carte TP par mail,demander un renvoi par mail d'échéancier,0,0,0.0011737089201877935
demander un renvoi par mail d'échéancier,Envoi carte TP par mail,0,0,0.004032258064516129
Envoi carte TP par mail,demander un renvoi par mail d'échéancier,0,0,0.0011737089201877935
Ouverture d'un document contractuel,Renvoi carte TP papier,0,0,0.01340250756593169
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'une réclamation,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.015730337078651686
Changer ses informations personnel,Changer les coordonnées bancaire,0,0,0.015
Connexion SSO,Ajout de la carte tiers payant dans le wallet,0,0,0.003564154786150713
Télécharger le certificat d'adhésion,Ajout de la carte tiers payant dans le wallet,0,0,0.010924369747899159
Téléchargement de la carte de tiers payant,Télécharger le certificat d'adhésion,0,0,0.011745862253069941
Téléchargement de la carte de tiers payant,Ajout de la carte tiers payant dans le wallet,0,0,0.01601708489054992
Ouverture d'un document contractuel,Télécharger le certificat d'adhésion,0,0,0.01297016861219196
Ouverture d'un document contractuel,Téléchargement de la carte de tiers payant,0,0,0.016428880242109815
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Envoi carte TP par mail,0,0,0.00408997955010225
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.017566191446028515
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'une réclamation,Contactez nous : via message (Mes garanties),0,0,0.008988764044943821
Ouverture d'un document contractuel,Télécharger le certificat d'adhésion,0,0,0.01297016861219196
Envoi d'un document,Changer l'organisme de rattachement sécu. Social,0,0,0.01282521069989007
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
Envoi d'une réclamation,Ouverture d'un document contractuel,0,0,0.017977528089887642
Ouverture d'un document contractuel,Téléchargement carte TP,0,0,0.007349762213575443
Ouverture d'un document contractuel,Renvoi carte TP papier,0,0,0.01340250756593169
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Envoi d'un document,Téléchargement de la carte de tiers payant,0,0,0.016489556614144377
Changer l'organisme de rattachement sécu. Social,Envoi d'un document,0,0,0.019120458891013385
Connexion,Contactez nous : via message (Mes garanties),0,0,0.004649499284692418
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Changer ses informations personnel,Télécharger le certificat d'adhésion,0,0,0.0125
Télécharger le certificat d'adhésion,Changement de Mot de passe,0,0,0.015126050420168067
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Partager un justificatif du PACS,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.008157715839564922
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Téléchargement carte TP,0,0,0.0010224948875255625
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Envoi carte TP par mail,Changer les coordonnées bancaire,0,0,0.007042253521126761
Connexion,Déconnexion,0,0,0.007272293752980448
Partager un justificatif du PACS,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.008837525492861998
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Téléchargement de la carte de tiers payant,Changer ses informations personnel,0,0,0.015483182060864922
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Télécharger le certificat d'adhésion,Téléchargement carte TP,0,0,0.01764705882352941
Télécharger le certificat d'adhésion,Téléchargement carte TP,0,0,0.01764705882352941
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Signature électronique d'un mandat sepa,Ouverture d'un document contractuel,0,0,0.015331747290510176
Ouverture d'un document contractuel,Changer l'organisme de rattachement sécu. Social,0,0,0.012537829658452227
Télécharger un décompte,Changement de Mot de passe,0,0,0.013450834879406308
Changement de Mot de passe,Partager un justificatif du PACS,0,0,0.017510944340212633
Téléchargement carte TP,Changement de Mot de passe,0,0,0.005660377358490566
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Envoi d'une réclamation,Partager un justificatif du PACS,0,0,0.015730337078651686
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
demander un renvoi par mail d'échéancier,Ajout de la carte tiers payant dans le wallet,0,0,0.008064516129032258
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Partager un justificatif du PACS,Renvoi carte TP papier,0,0,0.006118286879673691
Exporter remboursement,Partager un justificatif du PACS,0,0,0.012939521800281293
Partager un justificatif du PACS,Changement de Mot de passe,0,0,0.01563562202583277
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Connexion SSO,Contactez nous : via message (Mes remboursements),0,0,0.009164969450101833
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Ouverture d'un document contractuel,Envoi carte TP par mail,0,0,0.005188067444876783
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Changer les coordonnées bancaire,Changement de Mot de passe,0,0,0.014933333333333333
Changer ses informations personnel,Partager un justificatif du PACS,0,0,0.015
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Partager un justificatif du PACS,0,0,0.008787346221441126
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
Connexion,Envoi d'un message,0,0,0.00798760133524082
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Ouverture d'un document contractuel,Changement de Mot de passe,0,0,0.01599654128837008
Changement de Mot de passe,Changer l'organisme de rattachement sécu. Social,0,0,0.006253908692933083
Connexion,Déconnexion,0,0,0.007272293752980448
Connexion en tant que,SSO Disconnect,0,0,0.016810540663334848
Exporter remboursement,Téléchargement de la carte de tiers payant,0,0,0.016877637130801686
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Télécharger un décompte,Envoi carte TP par mail,0,0,0.014842300556586271
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Exporter remboursement,Signature électronique d'un mandat sepa,0,0,0.007032348804500703
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Connexion,Envoi d'un message,0,0,0.00798760133524082
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
envoi d'une demande de résiliation,demander un renvoi par mail d'échéancier,0,0,0.018361581920903956
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
Ouverture d'un document contractuel,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.00864677907479464
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,0,0,0.0020394289598912306
Partager un justificatif du PACS,Changement de Mot de passe,0,0,0.01563562202583277
